date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
17:59:42	23340/23340	---M--	200	added ('OK')	image/jpeg	date:Wed,%2009%20Jan%202013%2002:54:15%20GMT	http://www.domerama.com/wp-content/uploads/2012/01/Nantong_sports_center.jpg	C:/Users/ElCone/source/repos/GeodesicDomeCalculator/HTTrack/Domerama/www.domerama.com/wp-content/uploads/2012/01/Nantong_sports_center.jpg	(from http://www.domerama.com/general/worlds-largest-domes/)
17:59:45	21956/21956	---M--	200	added ('OK')	image/jpeg	date:Wed,%2009%20Jan%202013%2002:54:12%20GMT	http://www.domerama.com/wp-content/uploads/2012/01/Nantong_sports_center-300x197.jpg	C:/Users/ElCone/source/repos/GeodesicDomeCalculator/HTTrack/Domerama/www.domerama.com/wp-content/uploads/2012/01/Nantong_sports_center-300x197.jpg	(from http://www.domerama.com/general/worlds-largest-domes/)
17:59:49	21153/21153	---M--	200	added ('OK')	image/jpeg	date:Wed,%2009%20Jan%202013%2002:57:51%20GMT	http://www.domerama.com/wp-content/uploads/2012/01/Seibu_Dome_Panorama-300x185.jpg	C:/Users/ElCone/source/repos/GeodesicDomeCalculator/HTTrack/Domerama/www.domerama.com/wp-content/uploads/2012/01/Seibu_Dome_Panorama-300x185.jpg	(from http://www.domerama.com/general/worlds-largest-domes/)
18:00:01	154821/154821	---M--	200	added ('OK')	image/jpeg	date:Wed,%2009%20Jan%202013%2002:54:47%20GMT	http://www.domerama.com/wp-content/uploads/2012/01/Ooita_Stadium20090514.jpg	C:/Users/ElCone/source/repos/GeodesicDomeCalculator/HTTrack/Domerama/www.domerama.com/wp-content/uploads/2012/01/Ooita_Stadium20090514.jpg	(from http://www.domerama.com/general/worlds-largest-domes/)
18:00:03	128272/128272	---M--	200	added ('OK')	image/jpeg	date:Wed,%2009%20Jan%202013%2002:57:56%20GMT	http://www.domerama.com/wp-content/uploads/2012/01/Seibu_Dome_Panorama.jpg	C:/Users/ElCone/source/repos/GeodesicDomeCalculator/HTTrack/Domerama/www.domerama.com/wp-content/uploads/2012/01/Seibu_Dome_Panorama.jpg	(from http://www.domerama.com/general/worlds-largest-domes/)
18:00:03	86366/86366	---M--	200	added ('OK')	image/jpeg	date:Wed,%2009%20Jan%202013%2002:57:34%20GMT	http://www.domerama.com/wp-content/uploads/2012/01/Sapporo_Community_Dome.jpg	C:/Users/ElCone/source/repos/GeodesicDomeCalculator/HTTrack/Domerama/www.domerama.com/wp-content/uploads/2012/01/Sapporo_Community_Dome.jpg	(from http://www.domerama.com/general/worlds-largest-domes/)
18:00:04	16563/16563	---M--	200	added ('OK')	image/jpeg	date:Wed,%2009%20Jan%202013%2002:57:30%20GMT	http://www.domerama.com/wp-content/uploads/2012/01/Sapporo_Community_Dome-300x168.jpg	C:/Users/ElCone/source/repos/GeodesicDomeCalculator/HTTrack/Domerama/www.domerama.com/wp-content/uploads/2012/01/Sapporo_Community_Dome-300x168.jpg	(from http://www.domerama.com/general/worlds-largest-domes/)
18:00:08	25366/25366	---M--	200	added ('OK')	image/jpeg	date:Wed,%2009%20Jan%202013%2003:02:19%20GMT	http://www.domerama.com/wp-content/uploads/2012/01/Tropical_Island_-_von_oben_1-300x225.jpg	C:/Users/ElCone/source/repos/GeodesicDomeCalculator/HTTrack/Domerama/www.domerama.com/wp-content/uploads/2012/01/Tropical_Island_-_von_oben_1-300x225.jpg	(from http://www.domerama.com/general/worlds-largest-domes/)
18:00:13	29395/29395	---M--	200	added ('OK')	image/jpeg	date:Wed,%2009%20Jan%202013%2003:02:30%20GMT	http://www.domerama.com/wp-content/uploads/2012/01/Tropicana_Field_From_Above-300x199.jpg	C:/Users/ElCone/source/repos/GeodesicDomeCalculator/HTTrack/Domerama/www.domerama.com/wp-content/uploads/2012/01/Tropicana_Field_From_Above-300x199.jpg	(from http://www.domerama.com/general/worlds-largest-domes/)
18:00:23	122825/122825	---M--	200	added ('OK')	image/jpeg	date:Wed,%2009%20Jan%202013%2003:02:23%20GMT	http://www.domerama.com/wp-content/uploads/2012/01/Tropical_Island_-_von_oben_1.jpg	C:/Users/ElCone/source/repos/GeodesicDomeCalculator/HTTrack/Domerama/www.domerama.com/wp-content/uploads/2012/01/Tropical_Island_-_von_oben_1.jpg	(from http://www.domerama.com/general/worlds-largest-domes/)
18:00:27	23719/23719	---M--	200	added ('OK')	image/jpeg	date:Wed,%2009%20Jan%202013%2002:58:08%20GMT	http://www.domerama.com/wp-content/uploads/2012/01/Skydome-big-300x238.jpg	C:/Users/ElCone/source/repos/GeodesicDomeCalculator/HTTrack/Domerama/www.domerama.com/wp-content/uploads/2012/01/Skydome-big-300x238.jpg	(from http://www.domerama.com/general/worlds-largest-domes/)
18:00:28	95847/95847	---M--	200	added ('OK')	image/jpeg	date:Wed,%2009%20Jan%202013%2002:58:12%20GMT	http://www.domerama.com/wp-content/uploads/2012/01/Skydome-big.jpg	C:/Users/ElCone/source/repos/GeodesicDomeCalculator/HTTrack/Domerama/www.domerama.com/wp-content/uploads/2012/01/Skydome-big.jpg	(from http://www.domerama.com/general/worlds-largest-domes/)
18:00:29	161990/161990	---M--	200	added ('OK')	image/jpeg	date:Wed,%2009%20Jan%202013%2003:02:35%20GMT	http://www.domerama.com/wp-content/uploads/2012/01/Tropicana_Field_From_Above.jpg	C:/Users/ElCone/source/repos/GeodesicDomeCalculator/HTTrack/Domerama/www.domerama.com/wp-content/uploads/2012/01/Tropicana_Field_From_Above.jpg	(from http://www.domerama.com/general/worlds-largest-domes/)
18:00:30	14967/14967	---M--	200	added ('OK')	image/jpeg	date:Wed,%2009%20Jan%202013%2002:53:40%20GMT	http://www.domerama.com/wp-content/uploads/2012/01/Millennium_Dome_from_Greenwich-300x183.jpg	C:/Users/ElCone/source/repos/GeodesicDomeCalculator/HTTrack/Domerama/www.domerama.com/wp-content/uploads/2012/01/Millennium_Dome_from_Greenwich-300x183.jpg	(from http://www.domerama.com/general/worlds-largest-domes/)
18:00:32	13659/13659	---M--	200	added ('OK')	image/jpeg	date:Wed,%2009%20Jan%202013%2002:53:10%20GMT	http://www.domerama.com/wp-content/uploads/2012/01/LTU-Arena_D%c3%bcsseldorf_2-300x118.jpg	C:/Users/ElCone/source/repos/GeodesicDomeCalculator/HTTrack/Domerama/www.domerama.com/wp-content/uploads/2012/01/LTU-Arena_D%c3%bcsseldorf_2-300x118.jpg	(from http://www.domerama.com/general/worlds-largest-domes/)
18:00:38	34828/34828	---M--	200	added ('OK')	image/jpeg	date:Wed,%2009%20Jan%202013%2002:45:22%20GMT	http://www.domerama.com/wp-content/uploads/2012/01/cardinals_stadium-300x223.jpg	C:/Users/ElCone/source/repos/GeodesicDomeCalculator/HTTrack/Domerama/www.domerama.com/wp-content/uploads/2012/01/cardinals_stadium-300x223.jpg	(from http://www.domerama.com/general/worlds-largest-domes/)
18:00:41	86162/86162	---M--	200	added ('OK')	image/jpeg	date:Wed,%2009%20Jan%202013%2002:53:44%20GMT	http://www.domerama.com/wp-content/uploads/2012/01/Millennium_Dome_from_Greenwich.jpg	C:/Users/ElCone/source/repos/GeodesicDomeCalculator/HTTrack/Domerama/www.domerama.com/wp-content/uploads/2012/01/Millennium_Dome_from_Greenwich.jpg	(from http://www.domerama.com/general/worlds-largest-domes/)
18:00:42	85364/85364	---M--	200	added ('OK')	image/jpeg	date:Wed,%2009%20Jan%202013%2002:53:14%20GMT	http://www.domerama.com/wp-content/uploads/2012/01/LTU-Arena_D%c3%bcsseldorf_2.jpg	C:/Users/ElCone/source/repos/GeodesicDomeCalculator/HTTrack/Domerama/www.domerama.com/wp-content/uploads/2012/01/LTU-Arena_D%c3%bcsseldorf_2.jpg	(from http://www.domerama.com/general/worlds-largest-domes/)
18:00:47	33981/33981	---M--	200	added ('OK')	image/jpeg	date:Wed,%2009%20Jan%202013%2002:54:56%20GMT	http://www.domerama.com/wp-content/uploads/2012/01/Overlooking_the_Telstra_Dome-300x213.jpg	C:/Users/ElCone/source/repos/GeodesicDomeCalculator/HTTrack/Domerama/www.domerama.com/wp-content/uploads/2012/01/Overlooking_the_Telstra_Dome-300x213.jpg	(from http://www.domerama.com/general/worlds-largest-domes/)
18:00:50	13005/13005	---M--	200	added ('OK')	image/jpeg	date:Wed,%2009%20Jan%202013%2002:56:34%20GMT	http://www.domerama.com/wp-content/uploads/2012/01/Reliant_Stadium-300x225.jpg	C:/Users/ElCone/source/repos/GeodesicDomeCalculator/HTTrack/Domerama/www.domerama.com/wp-content/uploads/2012/01/Reliant_Stadium-300x225.jpg	(from http://www.domerama.com/general/worlds-largest-domes/)
18:00:54	75316/75316	---M--	200	added ('OK')	image/jpeg	date:Wed,%2009%20Jan%202013%2002:56:38%20GMT	http://www.domerama.com/wp-content/uploads/2012/01/Reliant_Stadium.jpg	C:/Users/ElCone/source/repos/GeodesicDomeCalculator/HTTrack/Domerama/www.domerama.com/wp-content/uploads/2012/01/Reliant_Stadium.jpg	(from http://www.domerama.com/general/worlds-largest-domes/)
18:00:57	172934/172934	---M--	200	added ('OK')	image/jpeg	date:Wed,%2009%20Jan%202013%2002:45:30%20GMT	http://www.domerama.com/wp-content/uploads/2012/01/cardinals_stadium.jpg	C:/Users/ElCone/source/repos/GeodesicDomeCalculator/HTTrack/Domerama/www.domerama.com/wp-content/uploads/2012/01/cardinals_stadium.jpg	(from http://www.domerama.com/general/worlds-largest-domes/)
18:00:58	23841/23841	---M--	200	added ('OK')	image/jpeg	date:Tue,%2008%20Jan%202013%2000:30:40%20GMT	http://www.domerama.com/wp-content/uploads/2012/01/735px-BC_Place_Opening_Day_2011-09-30-300x244.jpg	C:/Users/ElCone/source/repos/GeodesicDomeCalculator/HTTrack/Domerama/www.domerama.com/wp-content/uploads/2012/01/735px-BC_Place_Opening_Day_2011-09-30-300x244.jpg	(from http://www.domerama.com/general/worlds-largest-domes/)
18:01:02	22404/22404	---M--	200	added ('OK')	image/jpeg	date:Tue,%2008%20Jan%202013%2000:31:54%20GMT	http://www.domerama.com/wp-content/uploads/2012/01/800px-Minute_Maid_Park_outside_nima-300x185.jpg	C:/Users/ElCone/source/repos/GeodesicDomeCalculator/HTTrack/Domerama/www.domerama.com/wp-content/uploads/2012/01/800px-Minute_Maid_Park_outside_nima-300x185.jpg	(from http://www.domerama.com/general/worlds-largest-domes/)
18:01:03	88542/88542	---M--	200	added ('OK')	image/jpeg	date:Tue,%2008%20Jan%202013%2000:30:44%20GMT	http://www.domerama.com/wp-content/uploads/2012/01/735px-BC_Place_Opening_Day_2011-09-30.jpg	C:/Users/ElCone/source/repos/GeodesicDomeCalculator/HTTrack/Domerama/www.domerama.com/wp-content/uploads/2012/01/735px-BC_Place_Opening_Day_2011-09-30.jpg	(from http://www.domerama.com/general/worlds-largest-domes/)
18:01:07	21363/21363	---M--	200	added ('OK')	image/jpeg	date:Tue,%2008%20Jan%202013%2000:32:00%20GMT	http://www.domerama.com/wp-content/uploads/2012/01/800px-Nagoya_Dome_01-300x225.jpg	C:/Users/ElCone/source/repos/GeodesicDomeCalculator/HTTrack/Domerama/www.domerama.com/wp-content/uploads/2012/01/800px-Nagoya_Dome_01-300x225.jpg	(from http://www.domerama.com/general/worlds-largest-domes/)
18:01:13	228066/228066	---M--	200	added ('OK')	image/jpeg	date:Wed,%2009%20Jan%202013%2002:55:02%20GMT	http://www.domerama.com/wp-content/uploads/2012/01/Overlooking_the_Telstra_Dome.jpg	C:/Users/ElCone/source/repos/GeodesicDomeCalculator/HTTrack/Domerama/www.domerama.com/wp-content/uploads/2012/01/Overlooking_the_Telstra_Dome.jpg	(from http://www.domerama.com/general/worlds-largest-domes/)
18:01:14	102211/102211	---M--	200	added ('OK')	image/jpeg	date:Tue,%2008%20Jan%202013%2000:31:58%20GMT	http://www.domerama.com/wp-content/uploads/2012/01/800px-Minute_Maid_Park_outside_nima.jpg	C:/Users/ElCone/source/repos/GeodesicDomeCalculator/HTTrack/Domerama/www.domerama.com/wp-content/uploads/2012/01/800px-Minute_Maid_Park_outside_nima.jpg	(from http://www.domerama.com/general/worlds-largest-domes/)
18:01:19	30668/30668	---M--	200	added ('OK')	image/jpeg	date:Tue,%2008%20Jan%202013%2000:33:30%20GMT	http://www.domerama.com/wp-content/uploads/2012/01/800px-Veltins_Arena_T-Home_Cup-300x201.jpg	C:/Users/ElCone/source/repos/GeodesicDomeCalculator/HTTrack/Domerama/www.domerama.com/wp-content/uploads/2012/01/800px-Veltins_Arena_T-Home_Cup-300x201.jpg	(from http://www.domerama.com/general/worlds-largest-domes/)
18:01:19	105093/105093	---M--	200	added ('OK')	image/jpeg	date:Tue,%2008%20Jan%202013%2000:32:04%20GMT	http://www.domerama.com/wp-content/uploads/2012/01/800px-Nagoya_Dome_01.jpg	C:/Users/ElCone/source/repos/GeodesicDomeCalculator/HTTrack/Domerama/www.domerama.com/wp-content/uploads/2012/01/800px-Nagoya_Dome_01.jpg	(from http://www.domerama.com/general/worlds-largest-domes/)
18:01:22	19647/19647	---M--	200	added ('OK')	image/jpeg	date:Tue,%2008%20Jan%202013%2000:31:21%20GMT	http://www.domerama.com/wp-content/uploads/2012/01/800px-Georgia_Dome-300x225.jpg	C:/Users/ElCone/source/repos/GeodesicDomeCalculator/HTTrack/Domerama/www.domerama.com/wp-content/uploads/2012/01/800px-Georgia_Dome-300x225.jpg	(from http://www.domerama.com/general/worlds-largest-domes/)
18:01:25	14076/14076	---M--	200	added ('OK')	image/jpeg	date:Tue,%2008%20Jan%202013%2000:31:48%20GMT	http://www.domerama.com/wp-content/uploads/2012/01/800px-MIller_Park_May_25_2005-300x186.jpg	C:/Users/ElCone/source/repos/GeodesicDomeCalculator/HTTrack/Domerama/www.domerama.com/wp-content/uploads/2012/01/800px-MIller_Park_May_25_2005-300x186.jpg	(from http://www.domerama.com/general/worlds-largest-domes/)
18:01:28	82507/82507	---M--	200	added ('OK')	image/jpeg	date:Tue,%2008%20Jan%202013%2000:31:25%20GMT	http://www.domerama.com/wp-content/uploads/2012/01/800px-Georgia_Dome.jpg	C:/Users/ElCone/source/repos/GeodesicDomeCalculator/HTTrack/Domerama/www.domerama.com/wp-content/uploads/2012/01/800px-Georgia_Dome.jpg	(from http://www.domerama.com/general/worlds-largest-domes/)
18:01:28	53561/53561	---M--	200	added ('OK')	image/jpeg	date:Tue,%2008%20Jan%202013%2000:31:52%20GMT	http://www.domerama.com/wp-content/uploads/2012/01/800px-MIller_Park_May_25_2005.jpg	C:/Users/ElCone/source/repos/GeodesicDomeCalculator/HTTrack/Domerama/www.domerama.com/wp-content/uploads/2012/01/800px-MIller_Park_May_25_2005.jpg	(from http://www.domerama.com/general/worlds-largest-domes/)
18:01:32	26510/26510	---M--	200	added ('OK')	image/jpeg	date:Wed,%2009%20Jan%202013%2002:53:53%20GMT	http://www.domerama.com/wp-content/uploads/2012/01/Millennium_Stadium_Cardiff_-_geograph.org_.uk_-_1439180-300x225.jpg	C:/Users/ElCone/source/repos/GeodesicDomeCalculator/HTTrack/Domerama/www.domerama.com/wp-content/uploads/2012/01/Millennium_Stadium_Cardiff_-_geograph.org_.uk_-_1439180-300x225.jpg	(from http://www.domerama.com/general/worlds-largest-domes/)
18:01:34	170534/170534	---M--	200	added ('OK')	image/jpeg	date:Tue,%2008%20Jan%202013%2000:33:35%20GMT	http://www.domerama.com/wp-content/uploads/2012/01/800px-Veltins_Arena_T-Home_Cup.jpg	C:/Users/ElCone/source/repos/GeodesicDomeCalculator/HTTrack/Domerama/www.domerama.com/wp-content/uploads/2012/01/800px-Veltins_Arena_T-Home_Cup.jpg	(from http://www.domerama.com/general/worlds-largest-domes/)
18:01:36	21762/21762	---M--	200	added ('OK')	image/jpeg	date:Wed,%2009%20Jan%202013%2002:53:29%20GMT	http://www.domerama.com/wp-content/uploads/2012/01/Metrodome_with_new_roof-300x225.jpg	C:/Users/ElCone/source/repos/GeodesicDomeCalculator/HTTrack/Domerama/www.domerama.com/wp-content/uploads/2012/01/Metrodome_with_new_roof-300x225.jpg	(from http://www.domerama.com/general/worlds-largest-domes/)
18:01:39	92900/92900	---M--	200	added ('OK')	image/jpeg	date:Wed,%2009%20Jan%202013%2002:53:57%20GMT	http://www.domerama.com/wp-content/uploads/2012/01/Millennium_Stadium_Cardiff_-_geograph.org_.uk_-_1439180.jpg	C:/Users/ElCone/source/repos/GeodesicDomeCalculator/HTTrack/Domerama/www.domerama.com/wp-content/uploads/2012/01/Millennium_Stadium_Cardiff_-_geograph.org_.uk_-_1439180.jpg	(from http://www.domerama.com/general/worlds-largest-domes/)
18:01:40	21861/21861	---M--	200	added ('OK')	image/jpeg	date:Tue,%2008%20Jan%202013%2000:30:51%20GMT	http://www.domerama.com/wp-content/uploads/2012/01/800px-Amsterdam_ArenA_002-300x179.jpg	C:/Users/ElCone/source/repos/GeodesicDomeCalculator/HTTrack/Domerama/www.domerama.com/wp-content/uploads/2012/01/800px-Amsterdam_ArenA_002-300x179.jpg	(from http://www.domerama.com/general/worlds-largest-domes/)
18:01:45	26478/26478	---M--	200	added ('OK')	image/jpeg	date:Tue,%2008%20Jan%202013%2000:33:23%20GMT	http://www.domerama.com/wp-content/uploads/2012/01/800px-TokyoDome8946-300x199.jpg	C:/Users/ElCone/source/repos/GeodesicDomeCalculator/HTTrack/Domerama/www.domerama.com/wp-content/uploads/2012/01/800px-TokyoDome8946-300x199.jpg	(from http://www.domerama.com/general/worlds-largest-domes/)
18:01:49	92120/92120	---M--	200	added ('OK')	image/jpeg	date:Tue,%2008%20Jan%202013%2000:30:55%20GMT	http://www.domerama.com/wp-content/uploads/2012/01/800px-Amsterdam_ArenA_002.jpg	C:/Users/ElCone/source/repos/GeodesicDomeCalculator/HTTrack/Domerama/www.domerama.com/wp-content/uploads/2012/01/800px-Amsterdam_ArenA_002.jpg	(from http://www.domerama.com/general/worlds-largest-domes/)
18:01:55	36278/36278	---M--	200	added ('OK')	image/jpeg	date:Tue,%2008%20Jan%202013%2000:31:33%20GMT	http://www.domerama.com/wp-content/uploads/2012/01/800px-InsideRCADome-300x225.jpg	C:/Users/ElCone/source/repos/GeodesicDomeCalculator/HTTrack/Domerama/www.domerama.com/wp-content/uploads/2012/01/800px-InsideRCADome-300x225.jpg	(from http://www.domerama.com/general/worlds-largest-domes/)
18:01:57	183272/183272	---M--	200	added ('OK')	image/jpeg	date:Wed,%2009%20Jan%202013%2002:53:34%20GMT	http://www.domerama.com/wp-content/uploads/2012/01/Metrodome_with_new_roof.jpg	C:/Users/ElCone/source/repos/GeodesicDomeCalculator/HTTrack/Domerama/www.domerama.com/wp-content/uploads/2012/01/Metrodome_with_new_roof.jpg	(from http://www.domerama.com/general/worlds-largest-domes/)
18:02:02	23267/23267	---M--	200	added ('OK')	image/jpeg	date:Tue,%2008%20Jan%202013%2000:30:46%20GMT	http://www.domerama.com/wp-content/uploads/2012/01/800px-Alamodome_San_Antonio-300x174.jpg	C:/Users/ElCone/source/repos/GeodesicDomeCalculator/HTTrack/Domerama/www.domerama.com/wp-content/uploads/2012/01/800px-Alamodome_San_Antonio-300x174.jpg	(from http://www.domerama.com/general/worlds-largest-domes/)
18:02:06	170166/170166	---M--	200	added ('OK')	image/jpeg	date:Tue,%2008%20Jan%202013%2000:33:28%20GMT	http://www.domerama.com/wp-content/uploads/2012/01/800px-TokyoDome8946.jpg	C:/Users/ElCone/source/repos/GeodesicDomeCalculator/HTTrack/Domerama/www.domerama.com/wp-content/uploads/2012/01/800px-TokyoDome8946.jpg	(from http://www.domerama.com/general/worlds-largest-domes/)
18:02:06	24096/24096	---M--	200	added ('OK')	image/jpeg	date:Tue,%2008%20Jan%202013%2000:33:10%20GMT	http://www.domerama.com/wp-content/uploads/2012/01/800px-Superior_dome.jpg	C:/Users/ElCone/source/repos/GeodesicDomeCalculator/HTTrack/Domerama/www.domerama.com/wp-content/uploads/2012/01/800px-Superior_dome.jpg	(from http://www.domerama.com/general/worlds-largest-domes/)
18:02:08	7205/7205	---M--	200	added ('OK')	image/jpeg	date:Tue,%2008%20Jan%202013%2000:33:07%20GMT	http://www.domerama.com/wp-content/uploads/2012/01/800px-Superior_dome-300x84.jpg	C:/Users/ElCone/source/repos/GeodesicDomeCalculator/HTTrack/Domerama/www.domerama.com/wp-content/uploads/2012/01/800px-Superior_dome-300x84.jpg	(from http://www.domerama.com/general/worlds-largest-domes/)
18:02:12	107325/107325	---M--	200	added ('OK')	image/jpeg	date:Tue,%2008%20Jan%202013%2000:30:50%20GMT	http://www.domerama.com/wp-content/uploads/2012/01/800px-Alamodome_San_Antonio.jpg	C:/Users/ElCone/source/repos/GeodesicDomeCalculator/HTTrack/Domerama/www.domerama.com/wp-content/uploads/2012/01/800px-Alamodome_San_Antonio.jpg	(from http://www.domerama.com/general/worlds-largest-domes/)
18:02:12	24305/24305	---M--	200	added ('OK')	image/jpeg	date:Tue,%2008%20Jan%202013%2000:30:30%20GMT	http://www.domerama.com/wp-content/uploads/2012/01/698px-Tacoma_Dome-300x257.jpg	C:/Users/ElCone/source/repos/GeodesicDomeCalculator/HTTrack/Domerama/www.domerama.com/wp-content/uploads/2012/01/698px-Tacoma_Dome-300x257.jpg	(from http://www.domerama.com/general/worlds-largest-domes/)
18:02:17	208011/208011	---M--	200	added ('OK')	image/jpeg	date:Tue,%2008%20Jan%202013%2000:31:38%20GMT	http://www.domerama.com/wp-content/uploads/2012/01/800px-InsideRCADome.jpg	C:/Users/ElCone/source/repos/GeodesicDomeCalculator/HTTrack/Domerama/www.domerama.com/wp-content/uploads/2012/01/800px-InsideRCADome.jpg	(from http://www.domerama.com/general/worlds-largest-domes/)
18:02:19	36114/36114	---M--	200	added ('OK')	image/jpeg	date:Tue,%2008%20Jan%202013%2000:31:03%20GMT	http://www.domerama.com/wp-content/uploads/2012/01/800px-Ford_Field_2007-300x225.jpg	C:/Users/ElCone/source/repos/GeodesicDomeCalculator/HTTrack/Domerama/www.domerama.com/wp-content/uploads/2012/01/800px-Ford_Field_2007-300x225.jpg	(from http://www.domerama.com/general/worlds-largest-domes/)
18:02:22	18310/18310	---M--	200	added ('OK')	image/jpeg	date:Wed,%2009%20Jan%202013%2002:53:59%20GMT	http://www.domerama.com/wp-content/uploads/2012/01/MSU_Dome-300x200.jpg	C:/Users/ElCone/source/repos/GeodesicDomeCalculator/HTTrack/Domerama/www.domerama.com/wp-content/uploads/2012/01/MSU_Dome-300x200.jpg	(from http://www.domerama.com/general/worlds-largest-domes/)
18:02:22	102791/102791	---M--	200	added ('OK')	image/jpeg	date:Tue,%2008%20Jan%202013%2000:30:34%20GMT	http://www.domerama.com/wp-content/uploads/2012/01/698px-Tacoma_Dome.jpg	C:/Users/ElCone/source/repos/GeodesicDomeCalculator/HTTrack/Domerama/www.domerama.com/wp-content/uploads/2012/01/698px-Tacoma_Dome.jpg	(from http://www.domerama.com/general/worlds-largest-domes/)
18:02:27	24821/24821	---M--	200	added ('OK')	image/jpeg	date:Tue,%2008%20Jan%202013%2000:32:56%20GMT	http://www.domerama.com/wp-content/uploads/2012/01/800px-StaplesCenter051209-300x199.jpg	C:/Users/ElCone/source/repos/GeodesicDomeCalculator/HTTrack/Domerama/www.domerama.com/wp-content/uploads/2012/01/800px-StaplesCenter051209-300x199.jpg	(from http://www.domerama.com/general/worlds-largest-domes/)
18:02:28	70625/70625	---M--	200	added ('OK')	image/jpeg	date:Wed,%2009%20Jan%202013%2002:54:02%20GMT	http://www.domerama.com/wp-content/uploads/2012/01/MSU_Dome.jpg	C:/Users/ElCone/source/repos/GeodesicDomeCalculator/HTTrack/Domerama/www.domerama.com/wp-content/uploads/2012/01/MSU_Dome.jpg	(from http://www.domerama.com/general/worlds-largest-domes/)
18:02:32	16736/16736	---M--	200	added ('OK')	image/jpeg	date:Tue,%2008%20Jan%202013%2000:31:16%20GMT	http://www.domerama.com/wp-content/uploads/2012/01/800px-Gelredome-300x225.jpg	C:/Users/ElCone/source/repos/GeodesicDomeCalculator/HTTrack/Domerama/www.domerama.com/wp-content/uploads/2012/01/800px-Gelredome-300x225.jpg	(from http://www.domerama.com/general/worlds-largest-domes/)
18:02:36	153292/153292	---M--	200	added ('OK')	image/jpeg	date:Tue,%2008%20Jan%202013%2000:31:08%20GMT	http://www.domerama.com/wp-content/uploads/2012/01/800px-Ford_Field_2007.jpg	C:/Users/ElCone/source/repos/GeodesicDomeCalculator/HTTrack/Domerama/www.domerama.com/wp-content/uploads/2012/01/800px-Ford_Field_2007.jpg	(from http://www.domerama.com/general/worlds-largest-domes/)
18:02:40	22667/22667	---M--	200	added ('OK')	image/jpeg	date:Tue,%2008%20Jan%202013%2000:31:43%20GMT	http://www.domerama.com/wp-content/uploads/2012/01/800px-Madisonsquaregarden-300x201.jpg	C:/Users/ElCone/source/repos/GeodesicDomeCalculator/HTTrack/Domerama/www.domerama.com/wp-content/uploads/2012/01/800px-Madisonsquaregarden-300x201.jpg	(from http://www.domerama.com/general/worlds-largest-domes/)
18:02:40	84495/84495	---M--	200	added ('OK')	image/jpeg	date:Tue,%2008%20Jan%202013%2000:31:20%20GMT	http://www.domerama.com/wp-content/uploads/2012/01/800px-Gelredome.jpg	C:/Users/ElCone/source/repos/GeodesicDomeCalculator/HTTrack/Domerama/www.domerama.com/wp-content/uploads/2012/01/800px-Gelredome.jpg	(from http://www.domerama.com/general/worlds-largest-domes/)
18:02:44	141685/141685	---M--	200	added ('OK')	image/jpeg	date:Tue,%2008%20Jan%202013%2000:33:00%20GMT	http://www.domerama.com/wp-content/uploads/2012/01/800px-StaplesCenter051209.jpg	C:/Users/ElCone/source/repos/GeodesicDomeCalculator/HTTrack/Domerama/www.domerama.com/wp-content/uploads/2012/01/800px-StaplesCenter051209.jpg	(from http://www.domerama.com/general/worlds-largest-domes/)
18:02:46	30266/30266	---M--	200	added ('OK')	image/jpeg	date:Tue,%2008%20Jan%202013%2000:32:32%20GMT	http://www.domerama.com/wp-content/uploads/2012/01/800px-Pittsburgh-pennsylvania-mellon-arena-2007-300x208.jpg	C:/Users/ElCone/source/repos/GeodesicDomeCalculator/HTTrack/Domerama/www.domerama.com/wp-content/uploads/2012/01/800px-Pittsburgh-pennsylvania-mellon-arena-2007-300x208.jpg	(from http://www.domerama.com/general/worlds-largest-domes/)
18:02:47	97144/97144	---M--	200	added ('OK')	image/jpeg	date:Tue,%2008%20Jan%202013%2000:31:47%20GMT	http://www.domerama.com/wp-content/uploads/2012/01/800px-Madisonsquaregarden.jpg	C:/Users/ElCone/source/repos/GeodesicDomeCalculator/HTTrack/Domerama/www.domerama.com/wp-content/uploads/2012/01/800px-Madisonsquaregarden.jpg	(from http://www.domerama.com/general/worlds-largest-domes/)
18:02:49	17017/17017	---M--	200	added ('OK')	image/jpeg	date:Wed,%2009%20Jan%202013%2002:53:04%20GMT	http://www.domerama.com/wp-content/uploads/2012/01/long_beach_cruise_terminal-300x199.jpg	C:/Users/ElCone/source/repos/GeodesicDomeCalculator/HTTrack/Domerama/www.domerama.com/wp-content/uploads/2012/01/long_beach_cruise_terminal-300x199.jpg	(from http://www.domerama.com/general/worlds-largest-domes/)
18:02:54	28955/28955	---M--	200	added ('OK')	image/jpeg	date:Tue,%2008%20Jan%202013%2000:32:26%20GMT	http://www.domerama.com/wp-content/uploads/2012/01/800px-Pengrowth_Saddledome-300x199.jpg	C:/Users/ElCone/source/repos/GeodesicDomeCalculator/HTTrack/Domerama/www.domerama.com/wp-content/uploads/2012/01/800px-Pengrowth_Saddledome-300x199.jpg	(from http://www.domerama.com/general/worlds-largest-domes/)
